 3  124.69291687011719
 4  17.881393432617188
 5  10.251998901367188
 6  16.689300537109375
 7  15.020370483398438
 8  17.881393432617188
 9  17.1661376953125
 10  16.21246337890625
 11  15.497207641601562
 12  18.358230590820312
 13  19.311904907226562
 14  17.642974853515625
 15  15.974044799804688
 16  30.279159545898438
 17  59.84306335449219
 18  45.7763671875
 19  50.54473876953125
 20  86.78436279296875
 21  87.26119995117188
 22  51.975250244140625
 23  42.91534423828125
 24  31.232833862304688
 25  56.743621826171875
 26  207.42416381835938
 27  799.4174957275391
 28  238.18016052246094
 29  349.5216369628906
 30  423.66981506347656
 31  289.4401550292969
 32  161.64779663085938
 33  759.6015930175781
 34  1474.8573303222656
 35  2304.3155670166016
 36  3083.944320678711
 37  2280.712127685547
 38  1888.5135650634766
 39  2224.9221801757812
 40  2770.662307739258
 41  2322.4353790283203
 42  2400.3982543945312
 43  2573.728561401367
 44  3262.9966735839844
 45  3882.169723510742
 46  3032.4459075927734
 47  4197.120666503906
 48  4341.602325439453
 49  5098.3428955078125
 50  4671.0968017578125
 51  7826.089859008789
 52  4822.492599487305
 53  7663.488388061523
 54  10783.195495605469
 55  12267.112731933594
 56  13061.285018920898
 57  18889.904022216797
 58  14019.489288330078
 59  19091.84455871582
 60  15154.123306274414
 61  22008.895874023438
 62  21322.250366210938
 63  26785.13526916504
 64  25671.24366760254
 65  38639.068603515625
 66  46412.46795654297
 67  43037.65296936035
 68  65313.33923339844
 69  56210.51788330078
 70  83405.4946899414
 71  66710.23368835449
 72  132725.95405578613
 73  117741.82319641113
 74  132906.1985015869
 75  149096.25053405762
 76  180529.59442138672
 77  139552.35481262207
 78  198682.5466156006
 79  270482.06329345703
 80  321549.8924255371
 81  303003.54957580566
 82  400703.19175720215
 83  434077.02445983887
 84  411596.77505493164
 85  499675.2738952637
 86  444835.4244232178
 87  870820.9991455078
 88  689912.0807647705
 89  705986.738204956
 90  1030333.9958190918
 91  1226478.8150787354
 92  1197120.9049224854
 93  1967348.0987548828
 94  2546975.3742218018
 95  2035301.685333252
 96  4883651.971817017
 97  3749545.8126068115
 98  4424796.342849731
 99  6123893.976211548
 100  4333500.385284424
 101  4342521.190643311
 102  5853648.662567139
 103  6904531.240463257
 104  11671021.938323975
 105  10640911.81755066
 106  11942528.247833252
 107  11424826.622009277
 108  13562226.53388977
 109  18272292.613983154
 110  25876485.109329224
 111  20145872.831344604
